Data da Venda,Código Produto,Nome Produto,Garantia Extendida,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2024-01-01,11,Teclado,Não,Periféricos,4,150.0,600.0,Los Angeles,Estados Unidos,John
2023-05-21,50,Mesa,Não,Móveis,1,486.0,486.0,Porto,Portugal,André
2024-03-02,23,Cabo HDMI,Sim,Periféricos,4,41.6,166.4,Madrid,Espanha,David
2023-10-17,30,Notebook,Não,Computadores,6,4130.0,24780.0,New York,Estados Unidos,John
2023-06-19,11,Teclado,Sim,Periféricos,4,165.0,660.0,São Paulo,Brasil,João
2023-08-11,30,Notebook,Sim,Computadores,8,3990.0,31920.0,Lisboa,Portugal,André
2023-07-23,90,HD SSD,Não,Armazenamento,9,672.0,6048.0,Barcelona,Espanha,David
2023-05-24,80,Licença Office 365,Não,Software,5,378.0,1890.0,São Paulo,Brasil,Ana
2023-10-16,95,Memória,Sim,Armazenamento,7,377.6,2643.2,Barcelona,Espanha,María
2023-10-13,70,Licença Windows,Sim,Software,9,1062.0,9558.0,São Paulo,Brasil,João
2023-04-02,70,Licença Windows,Sim,Software,1,954.0,954.0,Los Angeles,Estados Unidos,Alice
2023-12-08,60,Cadeira,Não,Móveis,1,366.0,366.0,Lisboa,Portugal,André
2023-12-01,10,Mouse,Não,Periféricos,8,122.0,976.0,Rio de Janeiro,Brasil,Ana
2023-08-16,11,Teclado,Sim,Periféricos,1,171.0,171.0,New York,Estados Unidos,Alice
2023-08-05,35,Computador,Não,Computadores,2,2622.0,5244.0,Lisboa,Portugal,André
2023-09-06,35,Computador,Sim,Computadores,4,2668.0,10672.0,Los Angeles,Estados Unidos,John
2023-08-10,23,Cabo HDMI,Não,Periféricos,3,45.6,136.8,Rio de Janeiro,Brasil,Ana
2023-07-14,11,Teclado,Não,Periféricos,1,168.0,168.0,Belo Horizonte,Brasil,Carlos
2023-11-01,90,HD SSD,Não,Armazenamento,10,720.0,7200.0,Barcelona,Espanha,María
2023-04-03,80,Licença Office 365,Sim,Software,6,371.0,2226.0,Rio de Janeiro,Brasil,Ana
2024-02-17,60,Cadeira,Sim,Móveis,1,306.0,306.0,New York,Estados Unidos,Alice
2023-06-13,96,Placa de Vídeo,Sim,Periféricos,4,2420.0,9680.0,Belo Horizonte,Brasil,João
2024-02-08,96,Placa de Vídeo,Sim,Periféricos,9,2244.0,20196.0,São Paulo,Brasil,Ana
2023-08-22,20,Monitor,Sim,Monitores,7,912.0,6384.0,Los Angeles,Estados Unidos,Bob
2023-11-12,50,Mesa,Sim,Móveis,2,540.0,1080.0,São Paulo,Brasil,Carlos
2023-07-25,35,Computador,Não,Computadores,8,2576.0,20608.0,Valencia,Espanha,David
2023-10-18,95,Memória,Sim,Armazenamento,7,377.6,2643.2,Belo Horizonte,Brasil,Carlos
2023-08-17,50,Mesa,Não,Móveis,6,513.0,3078.0,Los Angeles,Estados Unidos,Bob
2023-12-14,60,Cadeira,Sim,Móveis,9,366.0,3294.0,Coimbra,Portugal,André
2023-08-14,20,Monitor,Não,Monitores,7,912.0,6384.0,Coimbra,Portugal,André
2023-04-11,70,Licença Windows,Não,Software,9,954.0,8586.0,Coimbra,Portugal,Miguel
2023-12-28,95,Memória,Sim,Armazenamento,10,390.4,3904.0,São Paulo,Brasil,João
2023-05-03,20,Monitor,Sim,Monitores,3,864.0,2592.0,Rio de Janeiro,Brasil,Carlos
2024-01-30,30,Notebook,Sim,Computadores,1,3500.0,3500.0,Lisboa,Portugal,André
2023-08-02,60,Cadeira,Sim,Móveis,1,342.0,342.0,Chicago,Estados Unidos,Alice
2023-04-30,80,Licença Office 365,Não,Software,9,371.0,3339.0,Chicago,Estados Unidos,Bob
2024-01-19,50,Mesa,Não,Móveis,6,450.0,2700.0,Lisboa,Portugal,Sofia
2024-02-21,96,Placa de Vídeo,Não,Periféricos,6,2244.0,13464.0,Chicago,Estados Unidos,Bob
2023-08-05,60,Cadeira,Não,Móveis,5,342.0,1710.0,Madrid,Espanha,Carlos
2024-01-03,35,Computador,Não,Computadores,2,2300.0,4600.0,Coimbra,Portugal,André
2023-09-27,95,Memória,Não,Armazenamento,5,371.2,1856.0,Lisboa,Portugal,André
2024-01-28,95,Memória,Não,Armazenamento,3,320.0,960.0,São Paulo,Brasil,João
2023-03-23,35,Computador,Não,Computadores,4,2392.0,9568.0,São Paulo,Brasil,Carlos
2023-12-20,20,Monitor,Sim,Monitores,4,976.0,3904.0,Coimbra,Portugal,André
2023-11-07,60,Cadeira,Não,Móveis,5,360.0,1800.0,Porto,Portugal,André
2023-04-20,80,Licença Office 365,Não,Software,10,371.0,3710.0,Valencia,Espanha,María
2023-08-09,30,Notebook,Não,Computadores,4,3990.0,15960.0,Valencia,Espanha,María
2023-03-22,11,Teclado,Não,Periféricos,5,156.0,780.0,Chicago,Estados Unidos,Bob
2023-03-27,35,Computador,Não,Computadores,4,2392.0,9568.0,Barcelona,Espanha,Carlos
2023-11-28,95,Memória,Não,Armazenamento,8,384.0,3072.0,Los Angeles,Estados Unidos,John
2023-06-05,80,Licença Office 365,Não,Software,10,385.0,3850.0,São Paulo,Brasil,João
2023-05-27,23,Cabo HDMI,Sim,Periféricos,9,43.2,388.8,Coimbra,Portugal,Miguel
2024-02-12,60,Cadeira,Sim,Móveis,8,306.0,2448.0,Coimbra,Portugal,Miguel
2024-02-08,50,Mesa,Não,Móveis,3,459.0,1377.0,Rio de Janeiro,Brasil,Ana
2023-06-30,23,Cabo HDMI,Sim,Periféricos,2,44.0,88.0,Valencia,Espanha,Carlos
2023-10-29,70,Licença Windows,Sim,Software,4,1062.0,4248.0,Chicago,Estados Unidos,John
2023-06-12,90,HD SSD,Não,Armazenamento,1,660.0,660.0,Porto,Portugal,Miguel
2023-11-24,90,HD SSD,Sim,Armazenamento,2,720.0,1440.0,Belo Horizonte,Brasil,João
2023-10-25,80,Licença Office 365,Sim,Software,8,413.0,3304.0,Chicago,Estados Unidos,Alice
2023-08-11,95,Memória,Não,Armazenamento,8,364.8,2918.4,Los Angeles,Estados Unidos,Alice
2023-09-23,20,Monitor,Sim,Monitores,10,928.0,9280.0,São Paulo,Brasil,João
2024-02-22,96,Placa de Vídeo,Não,Periféricos,6,2244.0,13464.0,Belo Horizonte,Brasil,João
2024-03-01,30,Notebook,Não,Computadores,2,3640.0,7280.0,Madrid,Espanha,Carlos
2023-05-13,30,Notebook,Não,Computadores,4,3780.0,15120.0,Los Angeles,Estados Unidos,John
2023-12-08,95,Memória,Sim,Armazenamento,3,390.4,1171.2,Belo Horizonte,Brasil,João
2023-05-12,20,Monitor,Sim,Monitores,5,864.0,4320.0,Lisboa,Portugal,André
2024-01-18,50,Mesa,Não,Móveis,5,450.0,2250.0,Valencia,Espanha,David
2023-04-27,60,Cadeira,Não,Móveis,6,318.0,1908.0,Valencia,Espanha,David
2023-11-07,96,Placa de Vídeo,Não,Periféricos,6,2640.0,15840.0,Chicago,Estados Unidos,Bob
2024-01-21,20,Monitor,Não,Monitores,5,800.0,4000.0,Lisboa,Portugal,André
2023-05-02,95,Memória,Sim,Armazenamento,6,345.6,2073.6,São Paulo,Brasil,Ana
2023-06-16,60,Cadeira,Não,Móveis,1,330.0,330.0,Belo Horizonte,Brasil,João
2024-01-14,10,Mouse,Sim,Periféricos,1,100.0,100.0,Valencia,Espanha,Carlos
2023-07-30,30,Notebook,Sim,Computadores,9,3920.0,35280.0,New York,Estados Unidos,Bob
2023-10-23,70,Licença Windows,Sim,Software,10,1062.0,10620.0,Coimbra,Portugal,Sofia
2023-04-17,11,Teclado,Sim,Periféricos,7,159.0,1113.0,Belo Horizonte,Brasil,João
2023-08-25,70,Licença Windows,Sim,Software,7,1026.0,7182.0,Coimbra,Portugal,André
2023-12-31,95,Memória,Sim,Armazenamento,9,390.4,3513.6,Lisboa,Portugal,Sofia
2023-06-07,20,Monitor,Sim,Monitores,5,880.0,4400.0,São Paulo,Brasil,João
2023-10-12,60,Cadeira,Sim,Móveis,7,354.0,2478.0,Rio de Janeiro,Brasil,Ana
2024-02-08,23,Cabo HDMI,Sim,Periféricos,1,40.8,40.8,Porto,Portugal,Miguel
2023-11-02,70,Licença Windows,Não,Software,8,1080.0,8640.0,Belo Horizonte,Brasil,Carlos
2023-10-22,35,Computador,Sim,Computadores,4,2714.0,10856.0,Coimbra,Portugal,Sofia
2023-08-20,60,Cadeira,Não,Móveis,2,342.0,684.0,Belo Horizonte,Brasil,Carlos
2023-11-17,60,Cadeira,Sim,Móveis,3,360.0,1080.0,Rio de Janeiro,Brasil,Ana
2023-04-25,70,Licença Windows,Não,Software,9,954.0,8586.0,Belo Horizonte,Brasil,Ana
2023-04-12,95,Memória,Não,Armazenamento,8,339.2,2713.6,Chicago,Estados Unidos,Alice
2024-01-07,90,HD SSD,Não,Armazenamento,4,600.0,2400.0,Lisboa,Portugal,André
2024-01-22,96,Placa de Vídeo,Sim,Periféricos,8,2200.0,17600.0,Rio de Janeiro,Brasil,João
2023-08-03,95,Memória,Sim,Armazenamento,3,364.8,1094.4,New York,Estados Unidos,Alice
2023-11-21,90,HD SSD,Não,Armazenamento,1,720.0,720.0,Madrid,Espanha,María
2024-01-26,35,Computador,Sim,Computadores,4,2300.0,9200.0,Barcelona,Espanha,María
2023-11-04,80,Licença Office 365,Não,Software,7,420.0,2940.0,Los Angeles,Estados Unidos,Bob
2023-07-27,70,Licença Windows,Sim,Software,3,1008.0,3024.0,Lisboa,Portugal,Sofia
2023-06-13,10,Mouse,Não,Periféricos,4,110.0,440.0,São Paulo,Brasil,Carlos
2024-02-04,70,Licença Windows,Sim,Software,9,918.0,8262.0,New York,Estados Unidos,John
2024-02-19,96,Placa de Vídeo,Não,Periféricos,1,2244.0,2244.0,Los Angeles,Estados Unidos,Alice
2023-04-07,95,Memória,Não,Armazenamento,4,339.2,1356.8,São Paulo,Brasil,Ana
2024-01-06,10,Mouse,Sim,Periféricos,4,100.0,400.0,Barcelona,Espanha,Carlos
2023-11-02,10,Mouse,Não,Periféricos,5,120.0,600.0,Coimbra,Portugal,Miguel
2023-06-09,70,Licença Windows,Sim,Software,9,990.0,8910.0,Chicago,Estados Unidos,Bob
2023-05-26,50,Mesa,Não,Móveis,1,486.0,486.0,Valencia,Espanha,Carlos
2024-02-13,96,Placa de Vídeo,Não,Periféricos,9,2244.0,20196.0,São Paulo,Brasil,Carlos
2023-10-19,80,Licença Office 365,Sim,Software,10,413.0,4130.0,Madrid,Espanha,David
2023-12-01,35,Computador,Sim,Computadores,6,2806.0,16836.0,Coimbra,Portugal,Sofia
2024-02-02,23,Cabo HDMI,Sim,Periféricos,8,40.8,326.4,Los Angeles,Estados Unidos,Alice
2024-01-23,50,Mesa,Sim,Móveis,5,450.0,2250.0,Lisboa,Portugal,André
2023-06-28,30,Notebook,Sim,Computadores,3,3850.0,11550.0,São Paulo,Brasil,Ana
2023-09-29,23,Cabo HDMI,Sim,Periféricos,9,46.4,417.6,Valencia,Espanha,Carlos
2023-08-19,50,Mesa,Não,Móveis,5,513.0,2565.0,Barcelona,Espanha,Carlos
2023-03-25,80,Licença Office 365,Não,Software,9,364.0,3276.0,Valencia,Espanha,David
2023-06-04,50,Mesa,Sim,Móveis,4,495.0,1980.0,Belo Horizonte,Brasil,João
2023-05-03,30,Notebook,Sim,Computadores,4,3780.0,15120.0,Coimbra,Portugal,André
2023-10-04,60,Cadeira,Não,Móveis,6,354.0,2124.0,Madrid,Espanha,David
2023-05-02,80,Licença Office 365,Sim,Software,10,378.0,3780.0,New York,Estados Unidos,Bob
2023-03-21,70,Licença Windows,Não,Software,1,936.0,936.0,Los Angeles,Estados Unidos,Bob
2023-04-11,80,Licença Office 365,Sim,Software,9,371.0,3339.0,Coimbra,Portugal,André
2024-02-12,90,HD SSD,Não,Armazenamento,7,612.0,4284.0,Los Angeles,Estados Unidos,Alice
2024-02-15,50,Mesa,Sim,Móveis,6,459.0,2754.0,Valencia,Espanha,David
2023-12-06,70,Licença Windows,Sim,Software,9,1098.0,9882.0,Valencia,Espanha,David
2023-08-01,95,Memória,Não,Armazenamento,6,364.8,2188.8,Belo Horizonte,Brasil,Ana
2024-01-28,11,Teclado,Não,Periféricos,5,150.0,750.0,Belo Horizonte,Brasil,Ana
2023-11-16,20,Monitor,Sim,Monitores,4,960.0,3840.0,São Paulo,Brasil,João
2023-06-09,35,Computador,Sim,Computadores,2,2530.0,5060.0,São Paulo,Brasil,João
2023-10-11,60,Cadeira,Não,Móveis,5,354.0,1770.0,Barcelona,Espanha,Carlos
2023-11-18,60,Cadeira,Sim,Móveis,10,360.0,3600.0,Coimbra,Portugal,André
2024-03-04,23,Cabo HDMI,Sim,Periféricos,4,41.6,166.4,Barcelona,Espanha,Carlos
2023-05-16,70,Licença Windows,Sim,Software,3,972.0,2916.0,Coimbra,Portugal,Miguel
2024-01-01,50,Mesa,Não,Móveis,7,450.0,3150.0,Valencia,Espanha,Carlos
2023-05-28,60,Cadeira,Não,Móveis,4,324.0,1296.0,Coimbra,Portugal,Sofia
2023-10-10,70,Licença Windows,Sim,Software,3,1062.0,3186.0,São Paulo,Brasil,João
2023-12-24,80,Licença Office 365,Sim,Software,7,427.0,2989.0,Barcelona,Espanha,Carlos
2024-03-02,60,Cadeira,Sim,Móveis,4,312.0,1248.0,Chicago,Estados Unidos,Bob
2023-12-13,10,Mouse,Não,Periféricos,10,122.0,1220.0,Porto,Portugal,Miguel
2023-05-26,50,Mesa,Sim,Móveis,1,486.0,486.0,Los Angeles,Estados Unidos,Bob
2023-12-20,23,Cabo HDMI,Não,Periféricos,8,48.8,390.4,Coimbra,Portugal,Sofia
2023-07-26,35,Computador,Não,Computadores,1,2576.0,2576.0,Chicago,Estados Unidos,John
2023-08-03,70,Licença Windows,Sim,Software,1,1026.0,1026.0,Belo Horizonte,Brasil,João
2024-01-06,20,Monitor,Não,Monitores,2,800.0,1600.0,Los Angeles,Estados Unidos,Alice
2023-08-15,50,Mesa,Sim,Móveis,1,513.0,513.0,Los Angeles,Estados Unidos,John
2023-08-31,60,Cadeira,Sim,Móveis,9,342.0,3078.0,Los Angeles,Estados Unidos,Alice
2023-06-04,70,Licença Windows,Sim,Software,3,990.0,2970.0,Belo Horizonte,Brasil,Carlos
2023-12-15,10,Mouse,Não,Periféricos,5,122.0,610.0,Chicago,Estados Unidos,John
2023-07-13,23,Cabo HDMI,Sim,Periféricos,10,44.8,448.0,Chicago,Estados Unidos,John
2023-10-10,11,Teclado,Sim,Periféricos,1,177.0,177.0,Rio de Janeiro,Brasil,João
2023-06-13,10,Mouse,Sim,Periféricos,5,110.0,550.0,Belo Horizonte,Brasil,João
2023-08-19,95,Memória,Não,Armazenamento,10,364.8,3648.0,Chicago,Estados Unidos,Alice
2023-09-26,60,Cadeira,Sim,Móveis,10,348.0,3480.0,Rio de Janeiro,Brasil,Carlos
2023-11-14,11,Teclado,Sim,Periféricos,7,180.0,1260.0,Madrid,Espanha,Carlos
2023-08-15,50,Mesa,Não,Móveis,5,513.0,2565.0,Lisboa,Portugal,André
2023-09-22,35,Computador,Não,Computadores,1,2668.0,2668.0,New York,Estados Unidos,Bob
2023-05-10,20,Monitor,Sim,Monitores,7,864.0,6048.0,Porto,Portugal,Sofia
2023-04-17,50,Mesa,Não,Móveis,5,477.0,2385.0,Lisboa,Portugal,Miguel
2023-08-05,95,Memória,Sim,Armazenamento,3,364.8,1094.4,Barcelona,Espanha,David
2024-03-07,70,Licença Windows,Não,Software,9,936.0,8424.0,Belo Horizonte,Brasil,Carlos
2023-08-19,60,Cadeira,Sim,Móveis,8,342.0,2736.0,New York,Estados Unidos,Bob
2023-05-03,80,Licença Office 365,Não,Software,6,378.0,2268.0,Porto,Portugal,André
2023-03-24,80,Licença Office 365,Sim,Software,2,364.0,728.0,New York,Estados Unidos,Bob
2023-07-15,80,Licença Office 365,Não,Software,10,392.0,3920.0,Porto,Portugal,Miguel
2024-01-12,11,Teclado,Sim,Periféricos,7,150.0,1050.0,Rio de Janeiro,Brasil,Carlos
2023-04-07,23,Cabo HDMI,Não,Periféricos,3,42.4,127.2,Porto,Portugal,Miguel
2024-01-04,95,Memória,Sim,Armazenamento,4,320.0,1280.0,São Paulo,Brasil,Carlos
2024-02-08,20,Monitor,Sim,Monitores,10,816.0,8160.0,New York,Estados Unidos,Bob
2023-11-08,30,Notebook,Sim,Computadores,5,4200.0,21000.0,Valencia,Espanha,David
2023-08-07,70,Licença Windows,Não,Software,4,1026.0,4104.0,Valencia,Espanha,Carlos
2024-03-08,50,Mesa,Sim,Móveis,7,468.0,3276.0,Chicago,Estados Unidos,Alice
2023-10-03,10,Mouse,Não,Periféricos,6,118.0,708.0,Lisboa,Portugal,Sofia
2023-09-26,60,Cadeira,Sim,Móveis,4,348.0,1392.0,Los Angeles,Estados Unidos,Bob
2023-07-29,20,Monitor,Sim,Monitores,5,896.0,4480.0,Belo Horizonte,Brasil,Ana
2023-12-30,50,Mesa,Não,Móveis,6,549.0,3294.0,Rio de Janeiro,Brasil,Ana
2024-01-14,10,Mouse,Não,Periféricos,7,100.0,700.0,Lisboa,Portugal,Sofia
2023-08-30,80,Licença Office 365,Não,Software,3,399.0,1197.0,Rio de Janeiro,Brasil,Ana
2023-10-01,70,Licença Windows,Sim,Software,1,1062.0,1062.0,Valencia,Espanha,Carlos
2023-08-07,30,Notebook,Sim,Computadores,10,3990.0,39900.0,Madrid,Espanha,Carlos
2023-08-03,50,Mesa,Sim,Móveis,7,513.0,3591.0,Rio de Janeiro,Brasil,Ana
2023-05-28,95,Memória,Não,Armazenamento,3,345.6,1036.8,Barcelona,Espanha,David
2023-07-18,60,Cadeira,Sim,Móveis,9,336.0,3024.0,Chicago,Estados Unidos,John
2023-06-24,10,Mouse,Não,Periféricos,4,110.0,440.0,Porto,Portugal,André
2023-09-03,20,Monitor,Sim,Monitores,7,928.0,6496.0,Valencia,Espanha,David
2023-11-05,35,Computador,Sim,Computadores,6,2760.0,16560.0,Porto,Portugal,Sofia
2023-10-08,23,Cabo HDMI,Sim,Periféricos,7,47.2,330.4,Valencia,Espanha,María
2023-05-10,95,Memória,Não,Armazenamento,5,345.6,1728.0,Belo Horizonte,Brasil,João
2023-11-15,90,HD SSD,Não,Armazenamento,2,720.0,1440.0,Lisboa,Portugal,Miguel
2023-11-16,11,Teclado,Não,Periféricos,1,180.0,180.0,Valencia,Espanha,Carlos
2024-01-28,35,Computador,Não,Computadores,3,2300.0,6900.0,Madrid,Espanha,María
2023-11-11,80,Licença Office 365,Não,Software,8,420.0,3360.0,São Paulo,Brasil,Ana
2023-08-24,11,Teclado,Não,Periféricos,7,171.0,1197.0,São Paulo,Brasil,João
2023-10-17,30,Notebook,Não,Computadores,7,4130.0,28910.0,Belo Horizonte,Brasil,Ana
2023-05-17,10,Mouse,Sim,Periféricos,2,108.0,216.0,New York,Estados Unidos,Alice
2023-12-06,70,Licença Windows,Não,Software,9,1098.0,9882.0,Belo Horizonte,Brasil,Ana
2023-09-25,35,Computador,Sim,Computadores,7,2668.0,18676.0,Los Angeles,Estados Unidos,John
2023-05-12,60,Cadeira,Não,Móveis,1,324.0,324.0,São Paulo,Brasil,Carlos
2023-05-24,96,Placa de Vídeo,Não,Periféricos,8,2376.0,19008.0,Chicago,Estados Unidos,Alice
2024-03-18,60,Cadeira,Não,Móveis,9,312.0,2808.0,Valencia,Espanha,María
2023-04-15,30,Notebook,Sim,Computadores,10,3710.0,37100.0,Barcelona,Espanha,David
2024-01-05,50,Mesa,Não,Móveis,9,450.0,4050.0,Chicago,Estados Unidos,Bob
2023-06-01,50,Mesa,Sim,Móveis,4,495.0,1980.0,Belo Horizonte,Brasil,Carlos
2023-05-05,80,Licença Office 365,Não,Software,4,378.0,1512.0,Los Angeles,Estados Unidos,Bob
2023-05-28,23,Cabo HDMI,Não,Periféricos,8,43.2,345.6,Coimbra,Portugal,Miguel
2023-10-27,50,Mesa,Não,Móveis,4,531.0,2124.0,Porto,Portugal,Miguel
2023-06-10,35,Computador,Sim,Computadores,10,2530.0,25300.0,Belo Horizonte,Brasil,Carlos
2024-02-28,96,Placa de Vídeo,Sim,Periféricos,5,2244.0,11220.0,Los Angeles,Estados Unidos,John
2024-02-11,95,Memória,Sim,Armazenamento,10,326.4,3264.0,São Paulo,Brasil,Ana
2023-08-12,20,Monitor,Não,Monitores,6,912.0,5472.0,New York,Estados Unidos,Bob
2023-09-04,35,Computador,Não,Computadores,4,2668.0,10672.0,Barcelona,Espanha,Carlos
2024-03-10,96,Placa de Vídeo,Não,Periféricos,1,2288.0,2288.0,Lisboa,Portugal,Miguel
2024-01-26,30,Notebook,Sim,Computadores,1,3500.0,3500.0,Porto,Portugal,Sofia
2024-03-03,60,Cadeira,Sim,Móveis,2,312.0,624.0,Coimbra,Portugal,Miguel
2024-03-06,60,Cadeira,Sim,Móveis,3,312.0,936.0,Barcelona,Espanha,María
2023-10-24,80,Licença Office 365,Sim,Software,9,413.0,3717.0,Valencia,Espanha,María
2023-07-28,30,Notebook,Não,Computadores,9,3920.0,35280.0,Valencia,Espanha,David
2023-11-30,95,Memória,Não,Armazenamento,4,384.0,1536.0,Porto,Portugal,Sofia
2023-05-03,23,Cabo HDMI,Sim,Periféricos,9,43.2,388.8,Valencia,Espanha,María
2023-10-19,80,Licença Office 365,Não,Software,9,413.0,3717.0,Porto,Portugal,Sofia
2024-02-11,20,Monitor,Sim,Monitores,1,816.0,816.0,Lisboa,Portugal,Miguel
2023-07-16,35,Computador,Sim,Computadores,9,2576.0,23184.0,Lisboa,Portugal,Miguel
2023-10-23,96,Placa de Vídeo,Sim,Periféricos,3,2596.0,7788.0,Coimbra,Portugal,André
2024-03-04,96,Placa de Vídeo,Sim,Periféricos,5,2288.0,11440.0,Belo Horizonte,Brasil,Ana
2023-05-30,11,Teclado,Não,Periféricos,10,162.0,1620.0,Valencia,Espanha,María
2023-07-03,30,Notebook,Sim,Computadores,8,3920.0,31360.0,Porto,Portugal,Sofia
2023-05-18,10,Mouse,Não,Periféricos,7,108.0,756.0,Madrid,Espanha,María
2023-11-14,11,Teclado,Não,Periféricos,6,180.0,1080.0,Rio de Janeiro,Brasil,João
2024-01-11,95,Memória,Não,Armazenamento,7,320.0,2240.0,Belo Horizonte,Brasil,Carlos
2024-01-11,95,Memória,Sim,Armazenamento,5,320.0,1600.0,Chicago,Estados Unidos,Alice
2024-01-27,10,Mouse,Não,Periféricos,3,100.0,300.0,Chicago,Estados Unidos,John
2023-06-11,35,Computador,Não,Computadores,3,2530.0,7590.0,Porto,Portugal,Sofia
2024-02-21,95,Memória,Não,Armazenamento,3,326.4,979.2,Los Angeles,Estados Unidos,John
2023-05-02,11,Teclado,Não,Periféricos,2,162.0,324.0,Valencia,Espanha,María
2023-05-09,70,Licença Windows,Não,Software,9,972.0,8748.0,Lisboa,Portugal,André
2024-02-13,96,Placa de Vídeo,Não,Periféricos,10,2244.0,22440.0,New York,Estados Unidos,John
2023-08-16,20,Monitor,Sim,Monitores,9,912.0,8208.0,Chicago,Estados Unidos,Bob
2024-02-23,35,Computador,Sim,Computadores,9,2346.0,21114.0,Lisboa,Portugal,Miguel
2023-09-19,90,HD SSD,Sim,Armazenamento,7,696.0,4872.0,Lisboa,Portugal,Sofia
2023-06-14,10,Mouse,Não,Periféricos,3,110.0,330.0,New York,Estados Unidos,John
2023-04-26,70,Licença Windows,Não,Software,3,954.0,2862.0,Valencia,Espanha,Carlos
2023-10-06,10,Mouse,Não,Periféricos,3,118.0,354.0,Rio de Janeiro,Brasil,João
2024-01-17,50,Mesa,Sim,Móveis,2,450.0,900.0,Chicago,Estados Unidos,Bob
2023-11-06,90,HD SSD,Sim,Armazenamento,1,720.0,720.0,Rio de Janeiro,Brasil,Ana
2023-10-04,35,Computador,Sim,Computadores,7,2714.0,18998.0,New York,Estados Unidos,Alice
2023-10-09,10,Mouse,Sim,Periféricos,9,118.0,1062.0,Porto,Portugal,Miguel
2023-09-17,20,Monitor,Sim,Monitores,5,928.0,4640.0,Lisboa,Portugal,Miguel
2023-04-29,35,Computador,Não,Computadores,10,2438.0,24380.0,Valencia,Espanha,María
2023-12-28,10,Mouse,Não,Periféricos,9,122.0,1098.0,Madrid,Espanha,David
2023-10-16,96,Placa de Vídeo,Não,Periféricos,9,2596.0,23364.0,Belo Horizonte,Brasil,Carlos
2023-09-11,10,Mouse,Não,Periféricos,9,116.0,1044.0,Los Angeles,Estados Unidos,Alice
2023-03-28,70,Licença Windows,Não,Software,3,936.0,2808.0,Madrid,Espanha,David
2023-12-23,11,Teclado,Sim,Periféricos,6,183.0,1098.0,Madrid,Espanha,Carlos
2023-10-12,10,Mouse,Sim,Periféricos,7,118.0,826.0,Los Angeles,Estados Unidos,Alice
2024-02-10,60,Cadeira,Sim,Móveis,5,306.0,1530.0,Lisboa,Portugal,Sofia
2023-09-16,35,Computador,Sim,Computadores,8,2668.0,21344.0,Valencia,Espanha,David
2023-05-31,70,Licença Windows,Sim,Software,6,972.0,5832.0,Rio de Janeiro,Brasil,Ana
2024-03-19,96,Placa de Vídeo,Não,Periféricos,8,2288.0,18304.0,Los Angeles,Estados Unidos,John
2023-03-22,70,Licença Windows,Sim,Software,1,936.0,936.0,New York,Estados Unidos,John
2024-01-09,20,Monitor,Sim,Monitores,4,800.0,3200.0,Barcelona,Espanha,María
2023-09-01,60,Cadeira,Sim,Móveis,10,348.0,3480.0,Lisboa,Portugal,Sofia
2023-05-29,50,Mesa,Sim,Móveis,9,486.0,4374.0,Chicago,Estados Unidos,Bob
2023-08-10,96,Placa de Vídeo,Sim,Periféricos,8,2508.0,20064.0,Los Angeles,Estados Unidos,Bob
2023-04-20,10,Mouse,Sim,Periféricos,2,106.0,212.0,Lisboa,Portugal,Miguel
2023-10-18,10,Mouse,Sim,Periféricos,5,118.0,590.0,Coimbra,Portugal,Miguel
2023-03-21,70,Licença Windows,Não,Software,10,936.0,9360.0,Rio de Janeiro,Brasil,Carlos
2023-08-11,50,Mesa,Sim,Móveis,2,513.0,1026.0,Porto,Portugal,Miguel
2024-03-08,80,Licença Office 365,Sim,Software,4,364.0,1456.0,Coimbra,Portugal,Miguel
2024-03-13,90,HD SSD,Não,Armazenamento,9,624.0,5616.0,Madrid,Espanha,David
2024-02-08,95,Memória,Sim,Armazenamento,9,326.4,2937.6,São Paulo,Brasil,Carlos
2023-05-15,90,HD SSD,Não,Armazenamento,4,648.0,2592.0,Madrid,Espanha,María
2024-02-29,10,Mouse,Não,Periféricos,5,102.0,510.0,Rio de Janeiro,Brasil,João
2023-04-02,96,Placa de Vídeo,Sim,Periféricos,3,2332.0,6996.0,Los Angeles,Estados Unidos,John
2023-07-29,96,Placa de Vídeo,Não,Periféricos,2,2464.0,4928.0,Chicago,Estados Unidos,Alice
2023-07-18,10,Mouse,Sim,Periféricos,3,112.0,336.0,Valencia,Espanha,Carlos
2024-01-15,60,Cadeira,Sim,Móveis,6,300.0,1800.0,Valencia,Espanha,David
2023-11-30,80,Licença Office 365,Sim,Software,3,420.0,1260.0,Los Angeles,Estados Unidos,John
2023-07-11,70,Licença Windows,Sim,Software,10,1008.0,10080.0,Madrid,Espanha,David
2023-04-11,60,Cadeira,Sim,Móveis,2,318.0,636.0,New York,Estados Unidos,John
2023-09-10,70,Licença Windows,Não,Software,6,1044.0,6264.0,Los Angeles,Estados Unidos,Alice
2024-03-18,96,Placa de Vídeo,Sim,Periféricos,4,2288.0,9152.0,Belo Horizonte,Brasil,Carlos
2024-01-22,60,Cadeira,Não,Móveis,3,300.0,900.0,Lisboa,Portugal,André
2023-07-30,23,Cabo HDMI,Não,Periféricos,7,44.8,313.6,Lisboa,Portugal,Miguel
