ID Venda,Data da Venda,Código Produto,Nome Produto,Garantia Extendida,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
263,2024-01-30,80,Licença Office 365,Não,Software,10,350.0,3500.0,New York,Estados Unidos,Bob
264,2023-05-17,23,Cabo HDMI,Não,Periféricos,2,43.2,86.4,New York,Estados Unidos,John
265,2023-12-05,95,Memória,Sim,Armazenamento,7,390.4,2732.8,Rio de Janeiro,Brasil,João
266,2023-05-01,96,Placa de Vídeo,Sim,Periféricos,1,2376.0,2376.0,Valencia,Espanha,David
267,2023-12-15,70,Licença Windows,Não,Software,8,1098.0,8784.0,Chicago,Estados Unidos,Alice
268,2023-09-28,95,Memória,Sim,Armazenamento,5,371.2,1856.0,Barcelona,Espanha,David
269,2023-10-04,95,Memória,Sim,Armazenamento,5,377.6,1888.0,Belo Horizonte,Brasil,João
270,2023-03-26,23,Cabo HDMI,Não,Periféricos,2,41.6,83.2,Los Angeles,Estados Unidos,John
271,2024-03-12,70,Licença Windows,Sim,Software,7,936.0,6552.0,Valencia,Espanha,Carlos
272,2023-05-14,50,Mesa,Não,Móveis,8,486.0,3888.0,Los Angeles,Estados Unidos,John
273,2024-01-30,11,Teclado,Sim,Periféricos,8,150.0,1200.0,Valencia,Espanha,Carlos
274,2023-11-23,11,Teclado,Sim,Periféricos,7,180.0,1260.0,Madrid,Espanha,David
275,2023-08-13,11,Teclado,Sim,Periféricos,1,171.0,171.0,Porto,Portugal,Miguel
276,2024-02-11,11,Teclado,Sim,Periféricos,8,153.0,1224.0,Coimbra,Portugal,Sofia
277,2024-02-16,95,Memória,Não,Armazenamento,10,326.4,3264.0,Valencia,Espanha,David
278,2023-10-09,96,Placa de Vídeo,Sim,Periféricos,6,2596.0,15576.0,Belo Horizonte,Brasil,Carlos
279,2023-04-29,23,Cabo HDMI,Não,Periféricos,10,42.4,424.0,Los Angeles,Estados Unidos,Bob
280,2023-09-21,11,Teclado,Não,Periféricos,6,174.0,1044.0,Chicago,Estados Unidos,John
281,2023-07-16,20,Monitor,Não,Monitores,4,896.0,3584.0,Rio de Janeiro,Brasil,Ana
282,2024-03-12,20,Monitor,Sim,Monitores,8,832.0,6656.0,Coimbra,Portugal,Sofia
283,2023-11-09,50,Mesa,Sim,Móveis,7,540.0,3780.0,Rio de Janeiro,Brasil,Ana
284,2023-08-27,11,Teclado,Não,Periféricos,8,171.0,1368.0,Coimbra,Portugal,André
285,2023-10-19,11,Teclado,Não,Periféricos,9,177.0,1593.0,Madrid,Espanha,David
286,2023-10-27,50,Mesa,Não,Móveis,2,531.0,1062.0,Chicago,Estados Unidos,Alice
287,2023-10-30,35,Computador,Sim,Computadores,1,2714.0,2714.0,New York,Estados Unidos,Bob
288,2023-05-25,95,Memória,Não,Armazenamento,9,345.6,3110.4,Rio de Janeiro,Brasil,João
289,2024-02-28,23,Cabo HDMI,Não,Periféricos,7,40.8,285.6,Valencia,Espanha,María
290,2023-07-26,30,Notebook,Não,Computadores,5,3920.0,19600.0,Lisboa,Portugal,André
291,2024-02-28,35,Computador,Sim,Computadores,10,2346.0,23460.0,Porto,Portugal,Sofia
292,2023-09-28,96,Placa de Vídeo,Não,Periféricos,3,2552.0,7656.0,Belo Horizonte,Brasil,Carlos
293,2023-06-17,30,Notebook,Sim,Computadores,7,3850.0,26950.0,Barcelona,Espanha,María
294,2023-06-09,23,Cabo HDMI,Sim,Periféricos,7,44.0,308.0,Coimbra,Portugal,Sofia
295,2023-04-15,60,Cadeira,Sim,Móveis,4,318.0,1272.0,Rio de Janeiro,Brasil,Carlos
296,2023-06-03,80,Licença Office 365,Sim,Software,3,385.0,1155.0,Chicago,Estados Unidos,Bob
297,2023-08-05,95,Memória,Sim,Armazenamento,2,364.8,729.6,Porto,Portugal,Miguel
298,2023-10-24,96,Placa de Vídeo,Sim,Periféricos,5,2596.0,12980.0,Los Angeles,Estados Unidos,John
299,2024-03-12,70,Licença Windows,Sim,Software,3,936.0,2808.0,Madrid,Espanha,María
300,2023-06-19,60,Cadeira,Sim,Móveis,3,330.0,990.0,Porto,Portugal,Miguel
301,2024-02-02,90,HD SSD,Não,Armazenamento,8,612.0,4896.0,Belo Horizonte,Brasil,Ana
302,2023-06-14,70,Licença Windows,Não,Software,1,990.0,990.0,Madrid,Espanha,Carlos
303,2023-04-15,10,Mouse,Não,Periféricos,10,106.0,1060.0,Rio de Janeiro,Brasil,Ana
304,2023-04-09,11,Teclado,Sim,Periféricos,1,159.0,159.0,Rio de Janeiro,Brasil,Ana
305,2023-08-26,11,Teclado,Sim,Periféricos,5,171.0,855.0,Madrid,Espanha,Carlos
306,2023-06-23,23,Cabo HDMI,Sim,Periféricos,5,44.0,220.0,Lisboa,Portugal,Miguel
307,2023-12-23,60,Cadeira,Sim,Móveis,2,366.0,732.0,Lisboa,Portugal,Sofia
308,2023-11-24,50,Mesa,Sim,Móveis,7,540.0,3780.0,Barcelona,Espanha,María
309,2024-03-07,96,Placa de Vídeo,Sim,Periféricos,6,2288.0,13728.0,Porto,Portugal,André
310,2023-10-16,30,Notebook,Não,Computadores,1,4130.0,4130.0,Los Angeles,Estados Unidos,John
311,2023-12-27,50,Mesa,Sim,Móveis,5,549.0,2745.0,Barcelona,Espanha,María
312,2024-01-13,30,Notebook,Não,Computadores,6,3500.0,21000.0,Chicago,Estados Unidos,Alice
313,2023-09-04,30,Notebook,Sim,Computadores,7,4060.0,28420.0,Coimbra,Portugal,Sofia
314,2024-02-16,10,Mouse,Sim,Periféricos,1,102.0,102.0,Rio de Janeiro,Brasil,Ana
315,2023-06-04,70,Licença Windows,Não,Software,9,990.0,8910.0,Barcelona,Espanha,María
316,2023-09-28,90,HD SSD,Sim,Armazenamento,3,696.0,2088.0,São Paulo,Brasil,Ana
317,2023-04-22,20,Monitor,Sim,Monitores,5,848.0,4240.0,Rio de Janeiro,Brasil,João
318,2024-03-07,10,Mouse,Sim,Periféricos,1,104.0,104.0,Madrid,Espanha,Carlos
319,2024-01-29,35,Computador,Sim,Computadores,6,2300.0,13800.0,Chicago,Estados Unidos,Bob
320,2023-09-04,30,Notebook,Não,Computadores,9,4060.0,36540.0,São Paulo,Brasil,Ana
321,2023-09-18,80,Licença Office 365,Não,Software,4,406.0,1624.0,Rio de Janeiro,Brasil,Carlos
322,2023-11-06,23,Cabo HDMI,Sim,Periféricos,6,48.0,288.0,Porto,Portugal,Sofia
323,2023-11-28,23,Cabo HDMI,Não,Periféricos,7,48.0,336.0,Porto,Portugal,Miguel
324,2023-11-24,70,Licença Windows,Sim,Software,7,1080.0,7560.0,New York,Estados Unidos,Alice
325,2023-10-31,10,Mouse,Não,Periféricos,10,118.0,1180.0,Lisboa,Portugal,Miguel
326,2023-08-20,50,Mesa,Não,Móveis,8,513.0,4104.0,Valencia,Espanha,Carlos
327,2024-01-04,95,Memória,Sim,Armazenamento,3,320.0,960.0,Rio de Janeiro,Brasil,João
328,2023-06-10,96,Placa de Vídeo,Sim,Periféricos,10,2420.0,24200.0,Rio de Janeiro,Brasil,Ana
329,2023-10-03,10,Mouse,Sim,Periféricos,2,118.0,236.0,Rio de Janeiro,Brasil,João
330,2024-03-02,23,Cabo HDMI,Sim,Periféricos,10,41.6,416.0,New York,Estados Unidos,Bob
331,2023-04-27,60,Cadeira,Não,Móveis,7,318.0,2226.0,Los Angeles,Estados Unidos,Alice
332,2023-12-13,50,Mesa,Não,Móveis,6,549.0,3294.0,Lisboa,Portugal,André
333,2024-02-25,80,Licença Office 365,Sim,Software,4,357.0,1428.0,Coimbra,Portugal,André
334,2023-05-05,96,Placa de Vídeo,Não,Periféricos,2,2376.0,4752.0,São Paulo,Brasil,João
335,2024-02-02,80,Licença Office 365,Sim,Software,2,357.0,714.0,New York,Estados Unidos,Bob
336,2023-05-23,23,Cabo HDMI,Sim,Periféricos,9,43.2,388.8,Porto,Portugal,Miguel
337,2023-08-27,96,Placa de Vídeo,Não,Periféricos,5,2508.0,12540.0,Porto,Portugal,André
338,2023-12-20,95,Memória,Não,Armazenamento,1,390.4,390.4,Valencia,Espanha,David
339,2023-07-02,80,Licença Office 365,Sim,Software,8,392.0,3136.0,Barcelona,Espanha,Carlos
340,2023-08-30,90,HD SSD,Não,Armazenamento,1,684.0,684.0,Barcelona,Espanha,María
341,2023-09-24,11,Teclado,Não,Periféricos,4,174.0,696.0,São Paulo,Brasil,Ana
342,2023-05-10,23,Cabo HDMI,Não,Periféricos,8,43.2,345.6,Lisboa,Portugal,Sofia
343,2023-11-09,20,Monitor,Não,Monitores,5,960.0,4800.0,Porto,Portugal,André
344,2023-05-21,96,Placa de Vídeo,Não,Periféricos,1,2376.0,2376.0,Coimbra,Portugal,Sofia
345,2024-02-27,95,Memória,Sim,Armazenamento,9,326.4,2937.6,Madrid,Espanha,Carlos
346,2023-03-23,23,Cabo HDMI,Sim,Periféricos,2,41.6,83.2,New York,Estados Unidos,Alice
347,2023-10-25,80,Licença Office 365,Sim,Software,2,413.0,826.0,Madrid,Espanha,Carlos
348,2023-08-03,35,Computador,Não,Computadores,2,2622.0,5244.0,Valencia,Espanha,Carlos
349,2024-01-13,60,Cadeira,Não,Móveis,5,300.0,1500.0,São Paulo,Brasil,Carlos
350,2023-05-01,96,Placa de Vídeo,Não,Periféricos,6,2376.0,14256.0,Valencia,Espanha,Carlos
351,2023-04-18,60,Cadeira,Não,Móveis,4,318.0,1272.0,Belo Horizonte,Brasil,Carlos
352,2023-08-30,96,Placa de Vídeo,Sim,Periféricos,3,2508.0,7524.0,New York,Estados Unidos,Bob
353,2023-06-30,50,Mesa,Não,Móveis,10,495.0,4950.0,New York,Estados Unidos,Alice
354,2023-06-25,60,Cadeira,Sim,Móveis,3,330.0,990.0,Barcelona,Espanha,Carlos
355,2023-10-24,70,Licença Windows,Sim,Software,8,1062.0,8496.0,Valencia,Espanha,Carlos
356,2023-07-02,23,Cabo HDMI,Sim,Periféricos,1,44.8,44.8,Coimbra,Portugal,André
357,2023-11-25,30,Notebook,Não,Computadores,4,4200.0,16800.0,Lisboa,Portugal,Miguel
358,2024-01-22,60,Cadeira,Sim,Móveis,4,300.0,1200.0,São Paulo,Brasil,Ana
359,2023-12-25,60,Cadeira,Não,Móveis,4,366.0,1464.0,Barcelona,Espanha,David
360,2023-06-14,10,Mouse,Não,Periféricos,9,110.0,990.0,Barcelona,Espanha,María
361,2023-07-18,50,Mesa,Não,Móveis,9,504.0,4536.0,Porto,Portugal,André
362,2023-11-15,35,Computador,Não,Computadores,8,2760.0,22080.0,Porto,Portugal,Sofia
363,2023-07-08,80,Licença Office 365,Não,Software,4,392.0,1568.0,New York,Estados Unidos,Alice
364,2023-08-15,60,Cadeira,Sim,Móveis,1,342.0,342.0,Coimbra,Portugal,Miguel
365,2023-09-13,90,HD SSD,Sim,Armazenamento,10,696.0,6960.0,Madrid,Espanha,Carlos
366,2023-05-25,90,HD SSD,Não,Armazenamento,10,648.0,6480.0,New York,Estados Unidos,John
367,2023-04-01,60,Cadeira,Sim,Móveis,7,318.0,2226.0,Barcelona,Espanha,David
368,2023-04-02,11,Teclado,Não,Periféricos,4,159.0,636.0,São Paulo,Brasil,Ana
369,2023-12-11,23,Cabo HDMI,Sim,Periféricos,6,48.8,292.8,Rio de Janeiro,Brasil,João
370,2023-12-31,10,Mouse,Sim,Periféricos,7,122.0,854.0,Porto,Portugal,Miguel
371,2024-03-16,23,Cabo HDMI,Sim,Periféricos,8,41.6,332.8,Los Angeles,Estados Unidos,Bob
372,2023-10-19,11,Teclado,Não,Periféricos,1,177.0,177.0,Barcelona,Espanha,Carlos
373,2023-11-27,60,Cadeira,Sim,Móveis,8,360.0,2880.0,Barcelona,Espanha,María
374,2024-01-05,70,Licença Windows,Sim,Software,9,900.0,8100.0,Lisboa,Portugal,André
375,2024-01-05,50,Mesa,Sim,Móveis,4,450.0,1800.0,Los Angeles,Estados Unidos,Alice
376,2024-01-12,60,Cadeira,Sim,Móveis,6,300.0,1800.0,Belo Horizonte,Brasil,Ana
377,2023-08-13,20,Monitor,Não,Monitores,4,912.0,3648.0,Los Angeles,Estados Unidos,Bob
378,2024-03-07,50,Mesa,Não,Móveis,9,468.0,4212.0,New York,Estados Unidos,Alice
379,2023-07-11,23,Cabo HDMI,Sim,Periféricos,3,44.8,134.4,Chicago,Estados Unidos,Alice
380,2023-08-06,30,Notebook,Sim,Computadores,7,3990.0,27930.0,Rio de Janeiro,Brasil,João
381,2023-10-23,95,Memória,Não,Armazenamento,2,377.6,755.2,Barcelona,Espanha,Carlos
382,2023-04-05,96,Placa de Vídeo,Sim,Periféricos,3,2332.0,6996.0,Chicago,Estados Unidos,Bob
383,2023-09-05,70,Licença Windows,Sim,Software,9,1044.0,9396.0,Porto,Portugal,Miguel
384,2023-08-09,95,Memória,Sim,Armazenamento,10,364.8,3648.0,Coimbra,Portugal,Miguel
385,2023-04-09,96,Placa de Vídeo,Não,Periféricos,8,2332.0,18656.0,Chicago,Estados Unidos,Bob
386,2023-09-08,30,Notebook,Não,Computadores,5,4060.0,20300.0,New York,Estados Unidos,Alice
387,2023-12-01,10,Mouse,Não,Periféricos,8,122.0,976.0,Madrid,Espanha,David
388,2023-06-21,95,Memória,Sim,Armazenamento,7,352.0,2464.0,Los Angeles,Estados Unidos,Alice
389,2023-05-31,23,Cabo HDMI,Não,Periféricos,8,43.2,345.6,Belo Horizonte,Brasil,Ana
390,2024-02-19,30,Notebook,Não,Computadores,9,3570.0,32130.0,Coimbra,Portugal,Miguel
391,2023-06-28,90,HD SSD,Não,Armazenamento,1,660.0,660.0,São Paulo,Brasil,Carlos
392,2024-03-14,23,Cabo HDMI,Não,Periféricos,2,41.6,83.2,New York,Estados Unidos,Alice
393,2023-04-19,96,Placa de Vídeo,Sim,Periféricos,6,2332.0,13992.0,Los Angeles,Estados Unidos,John
394,2023-10-20,80,Licença Office 365,Sim,Software,7,413.0,2891.0,São Paulo,Brasil,Carlos
395,2023-08-09,30,Notebook,Sim,Computadores,6,3990.0,23940.0,Los Angeles,Estados Unidos,John
396,2023-11-06,90,HD SSD,Não,Armazenamento,3,720.0,2160.0,Los Angeles,Estados Unidos,John
397,2023-07-14,23,Cabo HDMI,Sim,Periféricos,7,44.8,313.6,Los Angeles,Estados Unidos,John
398,2023-10-14,60,Cadeira,Não,Móveis,5,354.0,1770.0,New York,Estados Unidos,John
399,2023-05-07,23,Cabo HDMI,Não,Periféricos,6,43.2,259.2,Valencia,Espanha,David
400,2023-10-02,23,Cabo HDMI,Não,Periféricos,8,47.2,377.6,Porto,Portugal,Miguel
401,2023-05-20,35,Computador,Não,Computadores,8,2484.0,19872.0,Coimbra,Portugal,André
402,2023-12-03,80,Licença Office 365,Não,Software,9,427.0,3843.0,Los Angeles,Estados Unidos,John
403,2023-04-14,10,Mouse,Não,Periféricos,2,106.0,212.0,Coimbra,Portugal,Sofia
404,2023-10-04,95,Memória,Não,Armazenamento,4,377.6,1510.4,Rio de Janeiro,Brasil,Carlos
405,2023-07-08,95,Memória,Sim,Armazenamento,10,358.4,3584.0,Porto,Portugal,André
406,2024-03-19,23,Cabo HDMI,Sim,Periféricos,10,41.6,416.0,São Paulo,Brasil,Ana
407,2023-10-15,35,Computador,Sim,Computadores,2,2714.0,5428.0,Valencia,Espanha,María
408,2024-03-04,90,HD SSD,Não,Armazenamento,8,624.0,4992.0,Madrid,Espanha,María
409,2023-04-13,10,Mouse,Não,Periféricos,6,106.0,636.0,Barcelona,Espanha,María
410,2023-11-01,50,Mesa,Não,Móveis,6,540.0,3240.0,New York,Estados Unidos,John
411,2023-04-07,11,Teclado,Não,Periféricos,8,159.0,1272.0,Valencia,Espanha,Carlos
412,2024-02-05,35,Computador,Não,Computadores,4,2346.0,9384.0,Madrid,Espanha,María
413,2023-10-10,90,HD SSD,Não,Armazenamento,8,708.0,5664.0,Belo Horizonte,Brasil,Carlos
414,2023-12-25,35,Computador,Sim,Computadores,4,2806.0,11224.0,Valencia,Espanha,Carlos
415,2023-09-13,60,Cadeira,Sim,Móveis,3,348.0,1044.0,Lisboa,Portugal,Miguel
416,2023-03-21,23,Cabo HDMI,Sim,Periféricos,3,41.6,124.8,Belo Horizonte,Brasil,João
417,2023-09-15,80,Licença Office 365,Sim,Software,6,406.0,2436.0,Coimbra,Portugal,Sofia
418,2023-12-12,23,Cabo HDMI,Sim,Periféricos,10,48.8,488.0,São Paulo,Brasil,Carlos
419,2024-02-22,60,Cadeira,Não,Móveis,10,306.0,3060.0,Los Angeles,Estados Unidos,Bob
420,2023-05-14,30,Notebook,Sim,Computadores,2,3780.0,7560.0,Barcelona,Espanha,María
421,2023-03-28,90,HD SSD,Não,Armazenamento,3,624.0,1872.0,São Paulo,Brasil,Carlos
422,2023-06-21,30,Notebook,Sim,Computadores,3,3850.0,11550.0,Coimbra,Portugal,André
423,2023-03-26,70,Licença Windows,Sim,Software,10,936.0,9360.0,Rio de Janeiro,Brasil,Ana
424,2023-05-11,30,Notebook,Sim,Computadores,9,3780.0,34020.0,Coimbra,Portugal,Miguel
425,2023-06-26,10,Mouse,Sim,Periféricos,1,110.0,110.0,Barcelona,Espanha,Carlos
426,2024-02-23,80,Licença Office 365,Sim,Software,5,357.0,1785.0,Lisboa,Portugal,André
427,2023-12-10,11,Teclado,Não,Periféricos,7,183.0,1281.0,São Paulo,Brasil,Carlos
428,2023-07-18,60,Cadeira,Sim,Móveis,1,336.0,336.0,New York,Estados Unidos,Alice
429,2023-11-17,23,Cabo HDMI,Sim,Periféricos,10,48.0,480.0,Los Angeles,Estados Unidos,John
430,2023-03-31,10,Mouse,Sim,Periféricos,6,104.0,624.0,Porto,Portugal,Sofia
431,2024-01-14,30,Notebook,Sim,Computadores,9,3500.0,31500.0,Lisboa,Portugal,Miguel
432,2023-07-22,11,Teclado,Não,Periféricos,5,168.0,840.0,São Paulo,Brasil,João
433,2023-10-14,80,Licença Office 365,Não,Software,9,413.0,3717.0,Lisboa,Portugal,Miguel
434,2023-07-20,70,Licença Windows,Não,Software,1,1008.0,1008.0,Lisboa,Portugal,Miguel
435,2023-05-02,95,Memória,Sim,Armazenamento,8,345.6,2764.8,Lisboa,Portugal,André
436,2023-03-27,20,Monitor,Sim,Monitores,5,832.0,4160.0,Porto,Portugal,Sofia
437,2023-04-16,95,Memória,Sim,Armazenamento,9,339.2,3052.8,Lisboa,Portugal,Sofia
438,2023-08-17,11,Teclado,Sim,Periféricos,6,171.0,1026.0,Barcelona,Espanha,David
439,2023-06-02,30,Notebook,Não,Computadores,2,3850.0,7700.0,New York,Estados Unidos,Alice
440,2024-01-22,95,Memória,Sim,Armazenamento,7,320.0,2240.0,Madrid,Espanha,María
441,2023-10-19,20,Monitor,Sim,Monitores,3,944.0,2832.0,New York,Estados Unidos,John
442,2024-03-13,60,Cadeira,Sim,Móveis,2,312.0,624.0,Porto,Portugal,Miguel
443,2023-04-23,95,Memória,Sim,Armazenamento,10,339.2,3392.0,São Paulo,Brasil,Carlos
444,2024-02-24,70,Licença Windows,Não,Software,3,918.0,2754.0,Porto,Portugal,Sofia
445,2023-06-14,10,Mouse,Sim,Periféricos,7,110.0,770.0,Coimbra,Portugal,Miguel
446,2023-11-23,96,Placa de Vídeo,Sim,Periféricos,8,2640.0,21120.0,Lisboa,Portugal,André
447,2024-03-16,50,Mesa,Sim,Móveis,1,468.0,468.0,Barcelona,Espanha,Carlos
448,2023-04-29,10,Mouse,Não,Periféricos,3,106.0,318.0,Chicago,Estados Unidos,Bob
449,2023-07-26,70,Licença Windows,Sim,Software,2,1008.0,2016.0,New York,Estados Unidos,Bob
450,2024-03-05,35,Computador,Não,Computadores,1,2392.0,2392.0,Lisboa,Portugal,Miguel
451,2023-12-15,70,Licença Windows,Não,Software,9,1098.0,9882.0,Chicago,Estados Unidos,Alice
452,2023-03-29,30,Notebook,Não,Computadores,7,3640.0,25480.0,Barcelona,Espanha,David
453,2023-06-07,30,Notebook,Sim,Computadores,3,3850.0,11550.0,Barcelona,Espanha,María
454,2023-06-17,90,HD SSD,Não,Armazenamento,6,660.0,3960.0,New York,Estados Unidos,John
455,2024-03-12,35,Computador,Não,Computadores,2,2392.0,4784.0,Valencia,Espanha,Carlos
456,2024-02-16,80,Licença Office 365,Não,Software,6,357.0,2142.0,Los Angeles,Estados Unidos,Alice
457,2023-11-14,30,Notebook,Não,Computadores,2,4200.0,8400.0,New York,Estados Unidos,Bob
458,2023-09-14,80,Licença Office 365,Não,Software,2,406.0,812.0,Barcelona,Espanha,David
459,2023-04-17,20,Monitor,Não,Monitores,9,848.0,7632.0,Belo Horizonte,Brasil,João
460,2023-06-17,20,Monitor,Não,Monitores,6,880.0,5280.0,São Paulo,Brasil,Ana
461,2023-12-26,35,Computador,Não,Computadores,1,2806.0,2806.0,Porto,Portugal,André
462,2023-09-22,10,Mouse,Não,Periféricos,9,116.0,1044.0,Lisboa,Portugal,Miguel
463,2023-06-20,95,Memória,Sim,Armazenamento,1,352.0,352.0,São Paulo,Brasil,Ana
464,2023-12-25,20,Monitor,Sim,Monitores,7,976.0,6832.0,Lisboa,Portugal,Sofia
465,2024-02-11,11,Teclado,Sim,Periféricos,4,153.0,612.0,São Paulo,Brasil,Carlos
466,2024-03-06,60,Cadeira,Não,Móveis,10,312.0,3120.0,Belo Horizonte,Brasil,Ana
467,2024-01-18,50,Mesa,Sim,Móveis,3,450.0,1350.0,Los Angeles,Estados Unidos,Bob
468,2023-08-31,11,Teclado,Sim,Periféricos,2,171.0,342.0,New York,Estados Unidos,Alice
469,2023-09-21,95,Memória,Não,Armazenamento,3,371.2,1113.6,São Paulo,Brasil,Ana
470,2023-03-29,11,Teclado,Não,Periféricos,9,156.0,1404.0,São Paulo,Brasil,João
471,2023-11-30,96,Placa de Vídeo,Não,Periféricos,7,2640.0,18480.0,Madrid,Espanha,Carlos
472,2023-10-02,11,Teclado,Sim,Periféricos,9,177.0,1593.0,Rio de Janeiro,Brasil,Ana
473,2023-12-13,70,Licença Windows,Não,Software,8,1098.0,8784.0,Porto,Portugal,Sofia
474,2023-04-08,60,Cadeira,Sim,Móveis,6,318.0,1908.0,Lisboa,Portugal,André
475,2023-06-23,60,Cadeira,Não,Móveis,8,330.0,2640.0,São Paulo,Brasil,João
476,2023-07-26,96,Placa de Vídeo,Não,Periféricos,8,2464.0,19712.0,Chicago,Estados Unidos,Alice
477,2023-06-03,20,Monitor,Não,Monitores,10,880.0,8800.0,Valencia,Espanha,Carlos
478,2023-05-22,20,Monitor,Sim,Monitores,6,864.0,5184.0,Belo Horizonte,Brasil,Ana
479,2023-04-19,23,Cabo HDMI,Não,Periféricos,3,42.4,127.2,Los Angeles,Estados Unidos,John
480,2023-04-23,30,Notebook,Sim,Computadores,2,3710.0,7420.0,Rio de Janeiro,Brasil,João
481,2023-05-07,20,Monitor,Não,Monitores,6,864.0,5184.0,Coimbra,Portugal,André
482,2023-06-25,23,Cabo HDMI,Sim,Periféricos,2,44.0,88.0,Valencia,Espanha,Carlos
483,2023-10-28,96,Placa de Vídeo,Sim,Periféricos,10,2596.0,25960.0,Lisboa,Portugal,André
484,2023-06-23,10,Mouse,Não,Periféricos,4,110.0,440.0,Porto,Portugal,Miguel
485,2023-08-16,10,Mouse,Não,Periféricos,6,114.0,684.0,Coimbra,Portugal,Miguel
486,2023-09-23,70,Licença Windows,Sim,Software,9,1044.0,9396.0,Coimbra,Portugal,André
487,2023-05-22,20,Monitor,Sim,Monitores,9,864.0,7776.0,Madrid,Espanha,David
488,2023-08-01,35,Computador,Sim,Computadores,10,2622.0,26220.0,New York,Estados Unidos,Bob
489,2024-02-04,60,Cadeira,Sim,Móveis,2,306.0,612.0,Lisboa,Portugal,Miguel
490,2023-06-01,60,Cadeira,Não,Móveis,10,330.0,3300.0,São Paulo,Brasil,Ana
491,2024-02-12,35,Computador,Não,Computadores,3,2346.0,7038.0,Valencia,Espanha,David
492,2023-10-20,30,Notebook,Não,Computadores,5,4130.0,20650.0,New York,Estados Unidos,Alice
493,2023-03-31,50,Mesa,Sim,Móveis,2,468.0,936.0,Madrid,Espanha,David
494,2023-04-08,10,Mouse,Não,Periféricos,8,106.0,848.0,Belo Horizonte,Brasil,Ana
495,2023-06-24,50,Mesa,Não,Móveis,3,495.0,1485.0,Los Angeles,Estados Unidos,John
496,2023-05-22,10,Mouse,Sim,Periféricos,9,108.0,972.0,New York,Estados Unidos,Bob
497,2023-03-27,60,Cadeira,Não,Móveis,6,312.0,1872.0,Los Angeles,Estados Unidos,Alice
498,2023-06-27,20,Monitor,Não,Monitores,5,880.0,4400.0,Lisboa,Portugal,Miguel
499,2023-07-02,50,Mesa,Não,Móveis,2,504.0,1008.0,Madrid,Espanha,David
500,2023-04-25,90,HD SSD,Não,Armazenamento,8,636.0,5088.0,Rio de Janeiro,Brasil,Carlos
501,2023-10-10,96,Placa de Vídeo,Não,Periféricos,7,2596.0,18172.0,Rio de Janeiro,Brasil,Ana
502,2023-10-01,30,Notebook,Sim,Computadores,10,4130.0,41300.0,Barcelona,Espanha,David
503,2024-01-26,35,Computador,Não,Computadores,9,2300.0,20700.0,New York,Estados Unidos,Alice
504,2023-07-22,70,Licença Windows,Sim,Software,9,1008.0,9072.0,Barcelona,Espanha,María
505,2024-03-07,60,Cadeira,Não,Móveis,4,312.0,1248.0,Los Angeles,Estados Unidos,John
506,2024-01-27,90,HD SSD,Sim,Armazenamento,4,600.0,2400.0,Rio de Janeiro,Brasil,Carlos
507,2023-05-15,95,Memória,Sim,Armazenamento,9,345.6,3110.4,Valencia,Espanha,María
508,2024-02-05,60,Cadeira,Não,Móveis,8,306.0,2448.0,New York,Estados Unidos,Bob
509,2023-08-13,11,Teclado,Não,Periféricos,8,171.0,1368.0,Lisboa,Portugal,Sofia
510,2023-05-26,90,HD SSD,Não,Armazenamento,7,648.0,4536.0,Lisboa,Portugal,André
511,2023-07-05,10,Mouse,Não,Periféricos,7,112.0,784.0,São Paulo,Brasil,Carlos
512,2023-06-04,10,Mouse,Sim,Periféricos,4,110.0,440.0,Chicago,Estados Unidos,Bob
513,2024-01-31,90,HD SSD,Sim,Armazenamento,3,600.0,1800.0,São Paulo,Brasil,Carlos
514,2024-01-13,11,Teclado,Não,Periféricos,10,150.0,1500.0,Valencia,Espanha,David
515,2023-04-21,70,Licença Windows,Não,Software,5,954.0,4770.0,Valencia,Espanha,Carlos
516,2023-04-22,23,Cabo HDMI,Não,Periféricos,5,42.4,212.0,New York,Estados Unidos,Alice
517,2023-10-25,23,Cabo HDMI,Sim,Periféricos,5,47.2,236.0,Barcelona,Espanha,David
518,2023-11-29,96,Placa de Vídeo,Sim,Periféricos,3,2640.0,7920.0,Barcelona,Espanha,María
519,2023-10-07,70,Licença Windows,Não,Software,8,1062.0,8496.0,Chicago,Estados Unidos,Bob
520,2023-11-19,23,Cabo HDMI,Sim,Periféricos,2,48.0,96.0,Rio de Janeiro,Brasil,Ana
521,2023-06-16,20,Monitor,Sim,Monitores,5,880.0,4400.0,Los Angeles,Estados Unidos,Bob
522,2024-01-14,50,Mesa,Não,Móveis,2,450.0,900.0,Lisboa,Portugal,Miguel
523,2023-09-05,80,Licença Office 365,Não,Software,3,406.0,1218.0,Los Angeles,Estados Unidos,John
524,2023-11-05,23,Cabo HDMI,Não,Periféricos,4,48.0,192.0,Chicago,Estados Unidos,Bob
525,2023-05-10,50,Mesa,Sim,Móveis,10,486.0,4860.0,São Paulo,Brasil,João
526,2024-02-21,30,Notebook,Não,Computadores,10,3570.0,35700.0,Lisboa,Portugal,Miguel
527,2023-05-12,80,Licença Office 365,Sim,Software,3,378.0,1134.0,Los Angeles,Estados Unidos,Bob
